Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
100182,NexGen Systems,Influencer,Women 25-34,60 days,YouTube,0.14,"$10,735.00",3.98,Chicago,Mandarin,302,5596,8,Fashionistas,2021-06-21
100183,NexGen Systems,Influencer,Men 18-24,45 days,Email,0.01,"$11,509.00",5.41,Houston,Spanish,179,7025,4,Outdoor Adventurers,2021-06-22
100184,TechCorp,Social Media,Women 25-34,30 days,Email,0.14,"$19,326.00",2.02,New York,Mandarin,369,6823,3,Health & Wellness,2021-06-23
100185,Alpha Innovations,Influencer,All Ages,15 days,Email,0.12,"$19,908.00",6.78,Los Angeles,Mandarin,923,4357,1,Tech Enthusiasts,2021-06-24
100186,TechCorp,Display,Men 25-34,30 days,Email,0.04,"$11,133.00",7.86,Los Angeles,German,362,8914,7,Tech Enthusiasts,2021-06-25
100187,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.1,"$11,746.00",4.15,Chicago,English,305,4549,2,Outdoor Adventurers,2021-06-26
100188,DataTech Solutions,Search,Women 35-44,30 days,Facebook,0.13,"$6,480.00",7.04,Los Angeles,English,554,6617,8,Foodies,2021-06-27
100189,Innovate Industries,Social Media,Men 25-34,30 days,Facebook,0.11,"$8,473.00",7.57,Chicago,Mandarin,594,6216,7,Fashionistas,2021-06-28
100190,NexGen Systems,Email,Women 25-34,15 days,Email,0.1,"$15,146.00",5.7,New York,Mandarin,609,1656,2,Outdoor Adventurers,2021-06-29
100191,NexGen Systems,Influencer,All Ages,60 days,Email,0.03,"$5,544.00",7.38,Miami,Mandarin,245,9838,7,Fashionistas,2021-06-30
100192,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.07,"$14,368.00",7.42,Houston,Spanish,760,1058,1,Fashionistas,2021-07-01
100193,DataTech Solutions,Influencer,Women 25-34,15 days,Email,0.05,"$13,516.00",7.15,Chicago,English,737,8767,3,Tech Enthusiasts,2021-07-02
100194,NexGen Systems,Search,Women 25-34,60 days,Facebook,0.06,"$18,389.00",2.32,Miami,Mandarin,815,3718,1,Foodies,2021-07-03
100195,DataTech Solutions,Social Media,Women 25-34,45 days,YouTube,0.03,"$13,288.00",3.51,Houston,English,573,3385,5,Foodies,2021-07-04
100196,NexGen Systems,Search,All Ages,45 days,Facebook,0.03,"$12,407.00",7.98,Chicago,French,586,2814,7,Outdoor Adventurers,2021-07-05
100197,DataTech Solutions,Social Media,Men 18-24,45 days,Google Ads,0.02,"$18,899.00",4.69,Los Angeles,French,840,2662,7,Foodies,2021-07-06
100198,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.02,"$17,238.00",7.05,Houston,French,558,8588,7,Fashionistas,2021-07-07
100199,TechCorp,Search,Women 25-34,60 days,Website,0.07,"$5,139.00",4.41,Chicago,Mandarin,965,6983,9,Fashionistas,2021-07-08
100200,Innovate Industries,Email,All Ages,15 days,Email,0.11,"$8,846.00",4.01,Los Angeles,German,199,6384,2,Health & Wellness,2021-07-09
100201,Alpha Innovations,Social Media,Men 25-34,45 days,Website,0.15,"$14,415.00",5.12,New York,English,531,1609,7,Fashionistas,2021-07-10
100202,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,0.08,"$13,066.00",4.16,Chicago,Mandarin,840,9602,10,Tech Enthusiasts,2021-07-11
100203,Innovate Industries,Influencer,Men 25-34,60 days,Email,0.11,"$9,889.00",7.11,Houston,French,168,3908,2,Tech Enthusiasts,2021-07-12
100204,TechCorp,Social Media,Men 25-34,15 days,Facebook,0.02,"$10,442.00",7.59,Chicago,English,587,8081,10,Fashionistas,2021-07-13
100205,DataTech Solutions,Display,Women 35-44,60 days,Email,0.07,"$6,630.00",4.54,New York,French,124,4640,3,Fashionistas,2021-07-14
100206,TechCorp,Email,Women 35-44,30 days,Email,0.02,"$15,076.00",3.27,Los Angeles,Spanish,432,8281,1,Fashionistas,2021-07-15
100207,Innovate Industries,Search,All Ages,30 days,Website,0.04,"$5,314.00",7.96,Houston,German,930,6923,9,Outdoor Adventurers,2021-07-16
100208,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.1,"$13,325.00",6.83,Houston,German,602,7205,5,Foodies,2021-07-17
100209,Alpha Innovations,Search,All Ages,60 days,Facebook,0.12,"$6,432.00",4.21,Houston,Mandarin,869,2341,6,Fashionistas,2021-07-18
100210,NexGen Systems,Search,Men 18-24,45 days,Google Ads,0.14,"$5,820.00",5.13,Los Angeles,Mandarin,553,3953,7,Fashionistas,2021-07-19
100211,DataTech Solutions,Influencer,Men 25-34,45 days,Instagram,0.08,"$8,099.00",2.46,Los Angeles,French,870,9979,8,Health & Wellness,2021-07-20
100212,Alpha Innovations,Social Media,Men 18-24,60 days,YouTube,0.09,"$18,288.00",6.35,Chicago,Mandarin,699,7169,4,Outdoor Adventurers,2021-07-21
100213,NexGen Systems,Social Media,Women 35-44,45 days,Instagram,0.05,"$19,229.00",3.62,Chicago,Spanish,149,4882,9,Fashionistas,2021-07-22
100214,Innovate Industries,Influencer,All Ages,15 days,Google Ads,0.14,"$17,001.00",6.13,New York,French,866,8701,3,Health & Wellness,2021-07-23
100215,TechCorp,Search,Women 35-44,30 days,Website,0.06,"$12,638.00",7.46,New York,Mandarin,235,5457,8,Foodies,2021-07-24
100216,Innovate Industries,Email,Women 25-34,45 days,YouTube,0.14,"$15,468.00",4.22,Chicago,German,968,3154,5,Fashionistas,2021-07-25
100217,TechCorp,Search,Men 25-34,45 days,Email,0.11,"$9,378.00",3.6,Miami,French,564,6915,10,Tech Enthusiasts,2021-07-26
100218,Alpha Innovations,Email,All Ages,60 days,Google Ads,0.11,"$10,285.00",6.59,Miami,Mandarin,605,2581,8,Tech Enthusiasts,2021-07-27
100219,Alpha Innovations,Search,Men 18-24,15 days,YouTube,0.06,"$7,839.00",3.99,Houston,English,278,6639,3,Health & Wellness,2021-07-28
100220,NexGen Systems,Social Media,Women 35-44,30 days,Instagram,0.11,"$13,947.00",4.9,Miami,French,830,2531,2,Foodies,2021-07-29
100221,TechCorp,Influencer,Men 18-24,45 days,Email,0.11,"$18,407.00",7.21,Miami,German,685,4887,8,Foodies,2021-07-30
100222,NexGen Systems,Email,Women 35-44,15 days,Instagram,0.09,"$12,485.00",3.54,Chicago,Mandarin,596,5074,1,Tech Enthusiasts,2021-07-31
100223,Alpha Innovations,Display,Men 18-24,15 days,YouTube,0.07,"$7,083.00",5.13,Chicago,French,426,6994,5,Foodies,2021-08-01
100224,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.08,"$14,066.00",6.32,New York,Mandarin,915,7199,2,Fashionistas,2021-08-02
100225,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.02,"$10,652.00",2.27,New York,Mandarin,687,9810,2,Fashionistas,2021-08-03
100226,TechCorp,Display,Men 25-34,45 days,Website,0.08,"$5,393.00",5.01,Miami,Spanish,556,3711,7,Foodies,2021-08-04
100227,DataTech Solutions,Social Media,Women 35-44,60 days,Facebook,0.02,"$16,173.00",5.01,Chicago,German,931,4651,6,Foodies,2021-08-05
100228,Alpha Innovations,Email,Women 25-34,45 days,Website,0.14,"$12,822.00",5.97,Miami,German,658,5291,2,Tech Enthusiasts,2021-08-06
100229,DataTech Solutions,Social Media,Men 18-24,15 days,Website,0.01,"$8,234.00",5.06,Houston,Mandarin,387,4631,10,Tech Enthusiasts,2021-08-07
100230,TechCorp,Social Media,Women 25-34,30 days,Email,0.08,"$14,551.00",2.5,Los Angeles,English,363,7306,4,Tech Enthusiasts,2021-08-08
100231,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.09,"$8,359.00",4.8,Miami,English,933,8277,2,Health & Wellness,2021-08-09
100232,Alpha Innovations,Search,Women 25-34,30 days,Facebook,0.14,"$18,059.00",4.54,Miami,French,728,3425,7,Health & Wellness,2021-08-10
100233,TechCorp,Influencer,Men 25-34,15 days,Website,0.04,"$10,701.00",5.98,Los Angeles,German,771,7554,7,Health & Wellness,2021-08-11
100234,TechCorp,Display,Women 35-44,60 days,Google Ads,0.09,"$9,499.00",2.82,New York,English,734,1431,5,Outdoor Adventurers,2021-08-12
100235,DataTech Solutions,Display,Men 18-24,45 days,Email,0.03,"$17,170.00",3.75,New York,English,195,7587,2,Foodies,2021-08-13
100236,NexGen Systems,Display,Women 35-44,60 days,Email,0.04,"$10,738.00",3.56,Houston,French,341,1097,3,Foodies,2021-08-14
100237,DataTech Solutions,Influencer,Women 35-44,30 days,YouTube,0.02,"$9,781.00",3.53,New York,German,780,3774,10,Foodies,2021-08-15
100238,Alpha Innovations,Email,Women 25-34,30 days,YouTube,0.06,"$16,837.00",2.89,Houston,Mandarin,815,5243,5,Tech Enthusiasts,2021-08-16
100239,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.03,"$7,888.00",7.67,New York,German,801,3442,10,Health & Wellness,2021-08-17
100240,NexGen Systems,Social Media,Women 35-44,45 days,Website,0.08,"$18,296.00",5.87,Los Angeles,Mandarin,943,4371,8,Fashionistas,2021-08-18
100241,NexGen Systems,Email,Men 25-34,60 days,Website,0.09,"$19,326.00",2.88,Los Angeles,Spanish,220,9562,1,Outdoor Adventurers,2021-08-19
100242,DataTech Solutions,Display,Women 35-44,30 days,Instagram,0.13,"$18,409.00",7.34,Miami,German,673,4248,5,Outdoor Adventurers,2021-08-20
100243,NexGen Systems,Search,Women 25-34,15 days,Google Ads,0.12,"$18,778.00",7.45,New York,French,720,6497,6,Fashionistas,2021-08-21
100244,NexGen Systems,Social Media,Men 25-34,60 days,YouTube,0.12,"$16,855.00",7.68,Chicago,French,811,1378,1,Outdoor Adventurers,2021-08-22
100245,TechCorp,Email,Men 18-24,15 days,Instagram,0.09,"$17,416.00",2.29,Los Angeles,German,173,4601,5,Tech Enthusiasts,2021-08-23
100246,NexGen Systems,Social Media,Women 25-34,45 days,YouTube,0.13,"$8,256.00",6.85,New York,German,922,5528,1,Outdoor Adventurers,2021-08-24
100247,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.15,"$17,987.00",7.42,Chicago,German,398,6950,7,Fashionistas,2021-08-25
100248,Alpha Innovations,Display,Men 18-24,45 days,Google Ads,0.02,"$12,537.00",7.57,Los Angeles,French,935,5293,1,Fashionistas,2021-08-26
100249,Innovate Industries,Influencer,Women 25-34,60 days,Google Ads,0.11,"$8,254.00",2.56,Houston,Spanish,604,1715,7,Tech Enthusiasts,2021-08-27
100250,Alpha Innovations,Display,Men 18-24,30 days,Google Ads,0.06,"$14,991.00",7.48,Los Angeles,Spanish,693,7588,4,Foodies,2021-08-28
100251,TechCorp,Influencer,Men 18-24,60 days,Facebook,0.15,"$8,740.00",7.88,Los Angeles,English,399,1063,1,Health & Wellness,2021-08-29
100252,Innovate Industries,Influencer,All Ages,30 days,Email,0.08,"$5,681.00",7.47,Chicago,Spanish,532,3115,1,Foodies,2021-08-30
100253,Innovate Industries,Search,All Ages,60 days,Website,0.02,"$5,148.00",5.69,Houston,German,581,5590,7,Health & Wellness,2021-08-31
100254,TechCorp,Search,Men 18-24,30 days,Instagram,0.05,"$14,849.00",3.75,Houston,German,177,9276,7,Fashionistas,2021-09-01
100255,TechCorp,Search,All Ages,30 days,Facebook,0.02,"$14,152.00",6.16,Los Angeles,Spanish,955,8821,9,Fashionistas,2021-09-02
100256,Innovate Industries,Search,All Ages,60 days,YouTube,0.08,"$12,249.00",3.45,Miami,English,583,4812,8,Health & Wellness,2021-09-03
100257,NexGen Systems,Social Media,Men 18-24,45 days,Website,0.07,"$17,685.00",4.41,Chicago,German,776,5541,9,Tech Enthusiasts,2021-09-04
100258,TechCorp,Influencer,Men 18-24,30 days,YouTube,0.1,"$17,048.00",4.15,Houston,English,476,9969,8,Health & Wellness,2021-09-05
100259,Innovate Industries,Display,Women 25-34,15 days,Facebook,0.09,"$19,905.00",7.68,Miami,German,712,5410,6,Foodies,2021-09-06
100260,Alpha Innovations,Search,All Ages,15 days,Website,0.12,"$14,953.00",5.74,Houston,Mandarin,290,2857,5,Health & Wellness,2021-09-07
100261,Alpha Innovations,Influencer,Women 25-34,15 days,Website,0.04,"$15,664.00",7.52,Chicago,Spanish,551,7881,7,Outdoor Adventurers,2021-09-08
100262,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.09,"$10,903.00",5.02,Miami,English,127,5394,5,Health & Wellness,2021-09-09
100263,DataTech Solutions,Display,Women 25-34,15 days,Email,0.02,"$5,883.00",2.0,New York,Spanish,635,9859,7,Tech Enthusiasts,2021-09-10
100264,TechCorp,Influencer,Women 35-44,60 days,Facebook,0.15,"$6,295.00",7.75,Los Angeles,Mandarin,592,4545,4,Foodies,2021-09-11
100265,Alpha Innovations,Search,Women 25-34,45 days,YouTube,0.11,"$8,901.00",3.84,Chicago,Spanish,894,1000,4,Outdoor Adventurers,2021-09-12
100266,DataTech Solutions,Display,Men 18-24,15 days,YouTube,0.05,"$15,785.00",2.37,Houston,German,534,9714,1,Fashionistas,2021-09-13
100267,TechCorp,Display,Women 35-44,30 days,Instagram,0.02,"$15,713.00",2.47,Houston,English,854,5426,4,Foodies,2021-09-14
100268,TechCorp,Influencer,Men 25-34,30 days,Facebook,0.12,"$12,404.00",6.71,New York,Mandarin,407,4337,8,Tech Enthusiasts,2021-09-15
100269,TechCorp,Influencer,Men 18-24,15 days,Email,0.04,"$18,726.00",2.38,Chicago,German,469,8712,2,Health & Wellness,2021-09-16
100270,TechCorp,Email,All Ages,60 days,Instagram,0.15,"$19,515.00",5.22,Miami,English,295,6769,6,Health & Wellness,2021-09-17
100271,TechCorp,Influencer,Men 18-24,45 days,YouTube,0.05,"$12,370.00",4.16,New York,French,989,4287,3,Health & Wellness,2021-09-18
100272,TechCorp,Display,Men 25-34,60 days,Facebook,0.02,"$18,849.00",3.07,Houston,English,463,8589,7,Foodies,2021-09-19
100273,NexGen Systems,Email,Women 35-44,30 days,YouTube,0.09,"$6,262.00",4.03,New York,Mandarin,834,8334,1,Health & Wellness,2021-09-20
100274,DataTech Solutions,Influencer,Men 25-34,60 days,Google Ads,0.03,"$16,350.00",2.88,Houston,French,747,5980,10,Fashionistas,2021-09-21
100275,NexGen Systems,Display,Women 35-44,60 days,Website,0.04,"$5,902.00",7.74,Houston,English,715,6416,7,Tech Enthusiasts,2021-09-22
100276,DataTech Solutions,Search,Women 25-34,15 days,Instagram,0.07,"$15,345.00",7.39,Los Angeles,Spanish,469,3957,2,Health & Wellness,2021-09-23
100277,Innovate Industries,Display,Men 25-34,30 days,Facebook,0.09,"$13,723.00",6.43,Chicago,Spanish,445,4486,7,Foodies,2021-09-24
100278,DataTech Solutions,Social Media,All Ages,60 days,YouTube,0.04,"$15,378.00",2.0,Houston,Mandarin,431,9216,7,Foodies,2021-09-25
100279,NexGen Systems,Email,Women 35-44,30 days,Website,0.08,"$18,707.00",6.28,Chicago,Mandarin,120,6294,3,Fashionistas,2021-09-26
100280,Alpha Innovations,Display,Women 25-34,45 days,Email,0.04,"$17,034.00",7.64,Miami,French,967,6453,10,Health & Wellness,2021-09-27
100281,TechCorp,Search,Men 25-34,60 days,YouTube,0.08,"$6,279.00",5.32,Los Angeles,German,585,8040,7,Tech Enthusiasts,2021-09-28
100282,TechCorp,Search,Women 25-34,45 days,Instagram,0.02,"$10,016.00",7.57,Miami,German,541,9275,7,Foodies,2021-09-29
100283,DataTech Solutions,Social Media,Women 35-44,15 days,Website,0.05,"$6,676.00",6.4,Houston,German,259,6882,7,Tech Enthusiasts,2021-09-30
100284,Innovate Industries,Search,Men 18-24,60 days,Facebook,0.06,"$6,727.00",3.73,Miami,Spanish,182,4441,4,Fashionistas,2021-10-01
100285,Alpha Innovations,Email,Women 25-34,30 days,Instagram,0.09,"$10,361.00",5.33,Houston,German,593,5706,3,Foodies,2021-10-02
100286,Innovate Industries,Email,Men 25-34,15 days,Instagram,0.15,"$7,323.00",3.39,New York,Mandarin,374,7245,8,Tech Enthusiasts,2021-10-03
100287,NexGen Systems,Search,Men 25-34,60 days,Website,0.08,"$11,462.00",2.52,Los Angeles,English,749,3969,8,Fashionistas,2021-10-04
100288,DataTech Solutions,Influencer,Women 35-44,60 days,Website,0.08,"$17,538.00",3.7,Miami,Mandarin,614,6078,2,Foodies,2021-10-05
100289,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.13,"$19,098.00",5.51,Los Angeles,German,808,9647,1,Tech Enthusiasts,2021-10-06
100290,Innovate Industries,Social Media,Men 25-34,30 days,YouTube,0.08,"$12,243.00",2.57,New York,Mandarin,385,3709,1,Foodies,2021-10-07
100291,NexGen Systems,Display,Men 18-24,15 days,Instagram,0.09,"$6,624.00",4.44,Chicago,English,569,8407,9,Tech Enthusiasts,2021-10-08
100292,NexGen Systems,Display,All Ages,60 days,Instagram,0.15,"$5,718.00",4.35,Los Angeles,French,910,5390,7,Tech Enthusiasts,2021-10-09
100293,Alpha Innovations,Search,Women 35-44,60 days,Google Ads,0.02,"$17,616.00",2.41,Los Angeles,Mandarin,130,5359,9,Outdoor Adventurers,2021-10-10
100294,TechCorp,Display,Women 25-34,60 days,YouTube,0.04,"$13,426.00",4.68,Miami,French,856,9720,5,Health & Wellness,2021-10-11
100295,Alpha Innovations,Social Media,Women 25-34,60 days,Facebook,0.12,"$5,706.00",5.13,Los Angeles,Mandarin,587,1887,7,Foodies,2021-10-12
100296,DataTech Solutions,Search,Men 18-24,15 days,YouTube,0.1,"$9,088.00",2.67,Chicago,German,466,1809,2,Health & Wellness,2021-10-13
100297,DataTech Solutions,Email,Women 25-34,30 days,YouTube,0.03,"$9,803.00",5.56,Miami,Mandarin,870,8952,7,Foodies,2021-10-14
100298,NexGen Systems,Search,Women 25-34,30 days,Google Ads,0.07,"$5,450.00",4.34,Miami,French,852,9440,8,Outdoor Adventurers,2021-10-15
100299,Alpha Innovations,Influencer,All Ages,45 days,Website,0.03,"$7,257.00",6.54,Los Angeles,German,565,3610,9,Foodies,2021-10-16
100300,TechCorp,Social Media,Women 35-44,60 days,Website,0.08,"$18,008.00",2.31,Los Angeles,Spanish,877,2657,2,Foodies,2021-10-17
100301,Alpha Innovations,Email,Men 25-34,45 days,Instagram,0.09,"$17,022.00",6.21,Los Angeles,English,813,9872,5,Health & Wellness,2021-10-18
100302,Alpha Innovations,Influencer,Men 25-34,45 days,Google Ads,0.03,"$18,604.00",6.65,Los Angeles,French,856,2327,4,Fashionistas,2021-10-19
100303,Innovate Industries,Search,Men 18-24,15 days,Website,0.12,"$14,090.00",2.77,Los Angeles,Mandarin,352,8748,6,Health & Wellness,2021-10-20
100304,NexGen Systems,Influencer,Women 25-34,45 days,Facebook,0.02,"$13,323.00",6.17,Miami,Mandarin,547,3401,2,Tech Enthusiasts,2021-10-21
100305,NexGen Systems,Social Media,Women 35-44,45 days,Email,0.15,"$9,951.00",2.39,New York,English,864,6165,3,Tech Enthusiasts,2021-10-22
100306,Alpha Innovations,Social Media,Men 18-24,30 days,Google Ads,0.07,"$10,727.00",3.02,Los Angeles,Spanish,131,4336,10,Fashionistas,2021-10-23
100307,NexGen Systems,Social Media,Men 18-24,45 days,Email,0.08,"$11,860.00",6.68,Los Angeles,French,133,2793,8,Tech Enthusiasts,2021-10-24
100308,TechCorp,Social Media,All Ages,60 days,YouTube,0.14,"$13,554.00",2.03,Los Angeles,English,780,4103,7,Fashionistas,2021-10-25
100309,DataTech Solutions,Display,Women 25-34,60 days,Facebook,0.02,"$13,203.00",3.94,New York,German,874,7281,9,Health & Wellness,2021-10-26
100310,Innovate Industries,Influencer,Women 25-34,45 days,Google Ads,0.1,"$5,834.00",6.97,Miami,German,732,2490,3,Tech Enthusiasts,2021-10-27
100311,Alpha Innovations,Email,Women 25-34,45 days,Website,0.09,"$10,147.00",2.58,New York,German,148,4715,10,Outdoor Adventurers,2021-10-28
100312,NexGen Systems,Search,All Ages,45 days,Google Ads,0.05,"$6,909.00",5.28,Houston,English,219,2632,2,Tech Enthusiasts,2021-10-29
100313,DataTech Solutions,Search,Women 25-34,30 days,Instagram,0.02,"$6,395.00",6.56,Houston,Mandarin,155,5650,1,Foodies,2021-10-30
100314,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,0.1,"$16,185.00",4.23,Chicago,English,759,2867,2,Fashionistas,2021-10-31
100315,TechCorp,Influencer,Men 25-34,30 days,Website,0.08,"$8,429.00",5.37,Chicago,French,756,5891,2,Foodies,2021-11-01
100316,Innovate Industries,Social Media,Women 25-34,45 days,YouTube,0.13,"$13,717.00",4.31,Houston,French,253,5553,5,Tech Enthusiasts,2021-11-02
100317,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.14,"$14,917.00",6.86,Houston,German,122,3632,8,Tech Enthusiasts,2021-11-03
100318,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.06,"$15,047.00",4.95,Los Angeles,Spanish,522,2820,7,Outdoor Adventurers,2021-11-04
100319,DataTech Solutions,Influencer,Women 35-44,60 days,Website,0.06,"$17,196.00",6.85,Los Angeles,French,421,2733,1,Health & Wellness,2021-11-05
100320,TechCorp,Email,Men 25-34,45 days,Instagram,0.01,"$10,250.00",6.89,Miami,French,824,7915,8,Outdoor Adventurers,2021-11-06
100321,Alpha Innovations,Search,Men 25-34,60 days,Instagram,0.1,"$15,725.00",7.39,New York,English,991,8523,10,Foodies,2021-11-07
100322,Alpha Innovations,Display,Men 25-34,45 days,Google Ads,0.11,"$15,094.00",5.24,Chicago,German,134,6929,7,Foodies,2021-11-08
100323,TechCorp,Social Media,All Ages,60 days,Facebook,0.1,"$12,379.00",4.13,Chicago,Spanish,725,8397,1,Fashionistas,2021-11-09
100324,TechCorp,Influencer,Women 35-44,30 days,Email,0.06,"$7,269.00",7.51,Los Angeles,English,236,1297,6,Health & Wellness,2021-11-10
100325,Alpha Innovations,Email,All Ages,15 days,Facebook,0.05,"$18,547.00",7.81,Houston,French,816,3980,7,Foodies,2021-11-11
100326,Alpha Innovations,Influencer,All Ages,30 days,Website,0.13,"$12,442.00",5.0,Chicago,French,745,6927,5,Foodies,2021-11-12
100327,TechCorp,Social Media,Men 18-24,15 days,Google Ads,0.08,"$10,533.00",3.33,Houston,English,827,9789,7,Tech Enthusiasts,2021-11-13
100328,NexGen Systems,Display,Men 18-24,45 days,Website,0.08,"$19,003.00",4.71,Los Angeles,English,382,7794,7,Foodies,2021-11-14
100329,TechCorp,Email,Men 18-24,60 days,Email,0.1,"$5,670.00",6.46,Chicago,French,184,4150,3,Tech Enthusiasts,2021-11-15
